"GTEX.11DXY.0526.SM.5EGGQ" "GTEX.11DXZ.0126.SM.5EGGY" "GTEX.11EQ9.0526.SM.5A5JZ" "GTEX.11GSP.0626.SM.5986T" "GTEX.11NUK.1226.SM.5P9GM" "GTEX.11NV4.1326.SM.5HL6V" "GTEX.11OF3.0726.SM.5BC4Z" "GTEX.11TT1.1726.SM.5EQLJ" "GTEX.11TUW.1726.SM.5BC5C" "GTEX.11WQC.0726.SM.5EQMR" "GTEX.11ZTS.1426.SM.5EQMM" "GTEX.11ZUS.2526.SM.59872" "GTEX.11ZVC.0726.SM.5FQT9" "GTEX.1212Z.0226.SM.59HLF" "GTEX.12696.0826.SM.5EGGE" "GTEX.1269C.0626.SM.5FQSS" "GTEX.12KS4.1326.SM.5LUB3" "GTEX.12WSD.1426.SM.5GCN9" "GTEX.12WSG.0626.SM.5FQTQ" "GTEX.12WSI.0226.SM.5GCNA"
"ENSG00000264032" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000110777" 36 63 72 111 59 60 20 39 52 78 24 33 35 80 27 136 24 108 180 98
"ENSG00000253099" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255428" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0
"ENSG00000255208" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255093" 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000137707" 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000207811" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207562" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254980" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000183644" 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 2 2 0 0
"ENSG00000204381" 3 20 57 35 38 33 32 28 52 84 12 22 20 21 8 37 29 40 68 52
"ENSG00000170145" 2174 4012 6010 1406 8340 4146 5549 5573 1162 3561 9363 3943 8230 4260 3479 3103 3563 8397 6833 3880
"ENSG00000235286" 10 13 9 6 25 18 17 28 6 12 31 3 36 31 11 15 9 33 9 5
"ENSG00000223324" 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 0
"ENSG00000137713" 3269 5784 21733 4482 8807 14716 17500 7851 5578 21277 16862 2993 31136 15733 12327 23238 22341 17515 13260 7552
"ENSG00000254990" 91 151 1319 102 80 229 313 298 108 498 283 28 642 365 576 336 428 335 273 179
"ENSG00000086848" 621 657 1451 610 818 898 776 2353 830 871 1453 451 1046 828 684 924 962 1048 1604 654
"ENSG00000254450" 0 0 1 0 0 0 0 0 0 0 1 0 3 2 2 2 0 1 2 0
"ENSG00000254949" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"ENSG00000255561" 99 84 140 106 86 150 65 154 54 138 136 75 79 65 71 116 126 88 132 75
"ENSG00000137720" 473 426 321 207 453 448 312 175 191 483 364 320 303 263 175 349 372 468 314 277
"ENSG00000176343" 1 2 0 0 2 1 1 2 0 0 3 4 3 1 4 2 1 2 4 0
"ENSG00000109846" 253 151 608 635 485 782 414 621 150 407 979 344 588 437 158 1470 1144 463 1983 560
"ENSG00000170276" 9 7 23 21 13 21 10 7 5 23 26 20 22 16 7 17 23 18 24 30
"ENSG00000149300" 569 339 607 262 696 1053 539 111 95 652 1006 719 442 512 288 445 528 561 533 567
"ENSG00000150764" 435 480 571 537 569 1120 456 129 461 826 1231 342 532 413 205 1138 571 476 907 500
"ENSG00000238965" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000255286" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000255334" 1 0 0 0 0 2 0 0 0 0 2 0 0 1 0 0 1 3 1 0
"ENSG00000150768" 478 500 1521 476 464 2531 644 2549 1223 1186 737 626 737 458 508 1743 914 572 2411 1099
"ENSG00000230911" 2 0 2 8 7 40 1 2 7 6 3 1 5 9 2 0 0 1 7 0
"ENSG00000238444" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"ENSG00000271025" 0 0 0 0 0 2 0 0 0 1 1 0 0 2 1 0 0 0 1 0
"ENSG00000150773" 11 17 21 7 13 21 1 16 7 26 6 6 8 13 26 13 11 12 26 11
"ENSG00000150776" 614 517 932 401 735 860 818 1108 358 844 1023 668 768 489 560 824 654 557 1190 656
"ENSG00000150779" 1114 707 1388 695 1055 1327 792 1913 995 1220 1528 855 1028 1147 1557 1187 1189 1209 1661 829
"ENSG00000204370" 6126 3877 7660 2450 6155 6005 7409 7276 3848 6887 10025 4377 6405 4382 3772 9759 6253 4982 5521 5640
"ENSG00000150782" 23 102 243 92 74 167 50 36 26 135 141 36 50 53 32 107 136 102 91 249
"ENSG00000254638" 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000150783" 2 2 5 3 4 9 6 2 1 8 0 0 4 2 4 6 0 3 6 1
"ENSG00000197580" 440 1727 989 2879 4861 6190 4135 122 1052 6373 7298 1960 6562 2300 1889 7130 3462 5449 1761 2485
"ENSG00000214264" 3 10 11 70 88 82 33 2 1 103 113 10 70 79 22 61 28 36 3 32
"ENSG00000255231" 0 3 8 20 11 17 6 0 1 11 47 2 14 6 6 35 0 10 2 4
"ENSG00000150787" 470 526 1044 842 1036 1391 1042 1418 1296 1371 1571 503 2080 789 1125 3353 2263 1233 2134 999
"ENSG00000243250" 1 6 7 0 0 5 3 0 0 4 3 0 7 0 8 1 0 0 5 1
"ENSG00000215954" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188771" 0 0 2 0 0 2 0 0 0 0 2 1 4 0 1 1 0 0 3 0
"ENSG00000268472" 0 0 1 0 0 1 2 1 0 2 2 0 4 0 4 5 2 2 4 2
"ENSG00000213234" 0 2 2 2 2 3 3 2 1 5 2 0 3 2 2 0 0 0 4 0
"ENSG00000250303" 65 50 88 182 168 111 109 123 149 134 122 51 164 165 66 184 284 226 271 104
"ENSG00000206772" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254968" 0 0 0 6 12 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"ENSG00000213233" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255484" 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000212397" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254626" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000247416" 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 2
"ENSG00000149294" 164 139 175 487 312 213 394 97 105 362 384 234 125 364 36 895 382 224 213 388
"ENSG00000238998" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227487" 2 2 6 3 0 5 5 2 2 5 2 6 0 1 0 16 3 0 3 10
"ENSG00000255129" 3 2 0 3 2 10 6 2 0 0 7 3 2 4 5 2 0 2 0 2
"ENSG00000149292" 419 291 550 417 317 346 320 330 129 386 600 222 304 328 344 246 241 422 668 193
"ENSG00000270179" 27 12 17 27 41 41 35 25 10 47 48 19 31 39 23 44 23 29 36 23
"ENSG00000170209" 22 24 2 38 30 23 2 6 2 38 50 25 48 15 12 16 18 35 20 8
"ENSG00000256757" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000149295" 2 2 2 0 9 0 1 0 3 0 0 0 0 5 6 1 2 0 4 2
"ENSG00000265140" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000166682" 37 23 32 63 108 61 43 57 21 49 86 35 67 36 91 50 17 62 41 28
"ENSG00000256091" 0 1 0 0 1 0 0 2 0 0 1 2 0 0 0 0 0 1 2 0
"ENSG00000086827" 427 447 1036 337 481 581 512 1220 678 533 767 339 458 358 553 519 470 532 1262 424
"ENSG00000243353" 0 1 1 0 0 1 0 0 0 0 1 0 2 0 0 0 0 2 3 0
"ENSG00000257070" 0 0 2 0 0 0 2 0 0 0 2 0 0 2 0 0 1 2 0 0
"ENSG00000256603" 3 0 3 3 0 3 0 2 1 0 2 0 0 0 2 0 0 0 2 0
"ENSG00000228607" 4 0 0 1 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000256167" 12 4 9 8 5 5 4 9 6 7 16 15 12 4 16 0 12 2 12 6
"ENSG00000257101" 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000048028" 843 619 912 550 894 753 736 717 647 752 1343 462 586 534 455 753 614 702 980 616
"ENSG00000256452" 1 0 0 0 0 0 0 3 0 1 0 0 1 0 1 0 0 0 2 0
"ENSG00000255710" 8 7 11 4 1 4 8 8 2 7 10 6 2 7 7 4 2 14 6 2
"ENSG00000201687" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000149305" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
"ENSG00000166736" 0 0 2 0 0 0 0 6 9 2 0 0 0 0 0 0 1 4 22 0
"ENSG00000109906" 1182 397 1861 256 1909 661 361 814 278 221 1982 248 969 799 831 278 605 852 1691 549
"ENSG00000221112" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256947" 1 0 2 1 2 1 0 0 0 0 6 0 0 4 0 0 0 4 0 0
"ENSG00000166741" 14196 37390 44941 18391 4005 10498 7350 50658 83514 25097 23770 4220 76316 32109 67392 56358 82491 30892 91745 3692
"ENSG00000256195" 3 2 0 0 2 0 2 0 0 0 0 1 4 0 0 0 0 0 0 0
"ENSG00000180425" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000076053" 970 570 1274 701 1166 1043 1170 1110 1493 1146 1752 668 1213 622 720 1317 1080 708 1106 752
"ENSG00000076043" 851 608 1309 519 723 648 734 1252 741 886 1020 466 866 648 707 962 1097 783 2205 730
"ENSG00000256533" 0 2 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 2
"ENSG00000255982" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270204" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000095110" 0 0 2 0 3 0 1 0 4 3 0 4 0 0 3 2 0 0 0 0
"ENSG00000238724" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000137634" 2 0 4 1 0 0 1 0 2 0 0 0 2 2 2 2 4 0 0 0
"ENSG00000256674" 0 0 0 0 4 0 0 0 0 2 0 0 2 0 0 0 1 2 0 1
"ENSG00000204361" 0 0 0 0 2 0 0 1 0 3 0 0 0 0 0 0 1 0 2 0
"ENSG00000252870" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182985" 1497 1617 1886 839 1965 1996 1333 3791 1368 1567 2105 1218 1287 1293 1145 1145 1208 2014 1645 1273
"ENSG00000256972" 1 1 0 0 4 8 0 1 0 4 1 0 0 0 0 0 0 0 0 0
"ENSG00000255580" 0 0 0 0 0 0 0 4 0 0 0 0 5 2 0 0 0 0 0 0
"ENSG00000256315" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000256281" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257087" 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255903" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255689" 0 0 0 0 0 4 0 1 1 0 0 0 0 0 2 0 0 2 1 0
"ENSG00000239153" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000255599" 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000260254" 0 0 0 0 2 10 0 0 0 0 0 6 2 0 0 0 0 0 0 0
"ENSG00000256717" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000246100" 2 2 6 6 2 6 0 5 0 8 8 0 3 6 2 2 6 0 13 12
"ENSG00000257067" 2 1 0 0 0 1 0 0 0 0 1 0 0 3 0 0 0 0 0 0
"ENSG00000244259" 0 0 1 1 0 0 0 0 0 0 2 2 1 2 0 0 0 1 0 0
"ENSG00000239600" 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000236437" 1 0 0 6 0 15 1 0 0 5 13 5 1 0 1 1 0 2 0 0
"ENSG00000237937" 2 0 2 0 0 5 7 0 1 6 9 4 8 0 0 1 0 0 0 0
"ENSG00000137656" 409 380 640 341 653 521 328 562 482 554 718 387 385 373 324 429 464 458 699 429
"ENSG00000226645" 28 5 28 2 29 36 16 5 3 26 5 42 37 7 13 12 12 4 10 9
"ENSG00000109917" 1324 570 2313 487 2872 2784 1162 3641 1237 2482 1471 1326 1856 1782 919 1195 1117 1452 2219 822
"ENSG00000110243" 13695 4733 41215 6058 25255 26982 15226 2053 8035 34129 15405 16938 26080 35911 12954 17589 23765 26846 9676 8246
"ENSG00000236267" 27 12 18 2 13 23 39 6 0 67 16 22 52 12 5 9 51 14 20 8
"ENSG00000110244" 331 157 41336 175 54 1441 802 989 21115 5229 1874 808 4749 2734 5112 2638 8319 3400 35924 265
"ENSG00000110245" 379337 141931 236484 198910 369890 406249 197695 59462 191311 204143 387971 329680 183479 238487 201250 175169 153368 273943 128445 152043
"ENSG00000118137" 469110 205989 320741 516183 404578 521292 184852 97051 236733 179442 506417 283931 224651 530729 225952 148506 254813 531098 105513 224312
"ENSG00000160584" 2579 2669 3460 1620 3465 3256 2210 2783 1916 2179 3671 3240 2615 1730 2057 1831 1444 2604 3476 1324
"ENSG00000235910" 6 10 25 4 6 17 4 9 5 5 10 1 8 3 4 10 0 17 7 2
"ENSG00000231865" 1 8 11 6 5 15 5 9 5 0 5 2 5 2 9 4 1 7 5 3
"ENSG00000264344" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200537" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000234268" 5 0 4 3 5 7 3 0 0 0 6 2 2 0 6 2 3 10 1 2
"ENSG00000224077" 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
"ENSG00000225236" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000254851" 7 0 3 8 5 6 1 1 2 9 12 5 0 3 10 1 0 15 4 3
"ENSG00000254678" 3 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
"ENSG00000168092" 1521 1077 2552 1036 2003 1638 1788 3166 2478 2309 3477 1276 1632 1291 1479 2218 2233 1510 3423 2052
"ENSG00000149577" 2737 2023 4554 1575 3700 3504 2486 2290 1064 3383 5013 2250 3435 2076 2665 2938 2306 2948 4251 2254
"ENSG00000149591" 2550 2042 8961 5775 2117 2391 1855 1085 3050 3843 6513 1842 4360 2304 935 4626 9496 7605 2191 4886
"ENSG00000160613" 1402 1214 2984 1585 2052 2423 1485 2461 1756 1814 2889 1134 1750 1294 2308 2277 2268 2287 2884 1767
"ENSG00000167257" 649 456 654 697 922 762 581 785 273 798 1165 397 848 491 585 676 634 697 1162 396
"ENSG00000252992" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186318" 2277 2073 2873 1243 2509 2603 1987 1070 582 2947 2865 1715 1711 1376 1451 1501 1540 1592 2538 1643
"ENSG00000110274" 2534 1093 1049 2522 4466 2446 1319 1244 601 1680 2995 1643 2311 1413 1314 1378 1217 1669 1557 942
"ENSG00000250699" 3 1 2 0 1 3 0 0 0 0 7 0 1 0 0 1 0 1 0 1
"ENSG00000271412" 0 0 2 0 4 1 0 0 0 0 0 0 1 0 2 0 1 1 1 1
"ENSG00000177103" 72 50 138 98 88 71 39 5 35 102 53 40 39 60 49 85 91 54 35 105
"ENSG00000270403" 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 2 1 0 0 0
"ENSG00000137731" 56 81 330 98 81 58 21 28 34 229 73 43 89 69 17 68 126 40 99 177
"ENSG00000254844" 0 7 17 14 15 2 4 0 3 24 11 3 4 12 2 3 13 3 16 31
"ENSG00000254528" 2 7 4 8 5 7 10 2 12 18 6 0 12 15 2 5 11 21 14 14
"ENSG00000137726" 201 526 550 409 441 294 287 129 152 715 373 204 319 330 244 413 615 491 694 766
"ENSG00000137747" 14 22 41 16 42 8 20 21 10 29 10 4 19 14 7 18 23 16 51 27
"ENSG00000110324" 268 860 704 387 395 405 180 237 260 736 531 167 171 424 139 571 553 1161 1059 167
"ENSG00000255274" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272075" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000137648" 7 10 6 3 4 11 5 6 5 7 12 4 4 0 3 6 7 6 8 0
"ENSG00000177098" 24 71 133 99 110 104 75 10 27 180 63 70 55 46 4 78 93 27 28 286
"ENSG00000149575" 0 0 7 6 18 2 2 0 10 15 3 4 3 2 0 4 2 5 3 8
"ENSG00000160593" 99 111 377 144 397 272 156 92 245 250 276 181 96 217 115 218 270 323 194 230
"ENSG00000255163" 0 0 5 3 0 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0
"ENSG00000160588" 330 175 1030 296 638 598 566 1105 1113 734 1044 451 624 423 386 677 573 518 782 844
"ENSG00000149573" 682 392 1203 322 866 743 1055 974 1892 1094 881 457 703 691 402 872 591 871 790 968
"ENSG00000198851" 159 119 197 187 364 234 50 26 108 125 51 148 50 108 38 272 86 570 179 178
"ENSG00000254992" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000167286" 51 26 45 39 72 64 8 10 22 26 16 23 6 22 33 12 16 184 74 62
"ENSG00000160654" 9 16 32 14 36 36 6 5 7 26 9 24 6 3 4 12 8 80 27 28
"ENSG00000110344" 653 1017 2491 685 947 669 777 2994 975 1018 1308 460 805 676 828 734 431 868 1411 550
"ENSG00000167283" 2610 1810 3997 1240 2431 2352 1753 4222 2692 2440 2954 1546 2256 2145 2782 3402 3496 2560 3787 1548
"ENSG00000254873" 0 0 3 0 2 0 0 1 0 1 0 3 2 2 0 0 0 2 5 0
"ENSG00000269944" 0 0 0 0 0 2 2 0 0 1 0 1 0 0 0 0 0 0 2 0
"ENSG00000255384" 0 2 2 1 7 2 2 2 0 3 2 3 0 1 0 5 4 3 3 1
"ENSG00000118058" 2492 1824 2402 2271 3878 3278 2570 1534 1899 2411 4417 1913 2077 1636 1533 1901 1589 2422 1803 1433
"ENSG00000255435" 8 8 11 11 15 9 14 4 1 13 14 22 17 10 6 11 7 17 6 7
"ENSG00000172425" 3458 1987 928 2366 4491 3271 1247 121 784 1792 3118 3483 1575 2496 823 1099 1035 2370 357 1007
"ENSG00000149582" 1715 871 883 1699 4771 3181 2444 513 133 1862 3311 1366 1821 1569 575 1146 680 1983 861 1072
"ENSG00000118096" 648 342 405 469 1077 696 542 193 90 672 980 557 537 461 224 400 480 642 449 385
"ENSG00000243431" 67 30 34 44 134 103 72 8 3 50 80 41 43 50 9 23 7 50 30 28
"ENSG00000095139" 2810 2542 7871 2376 3376 3696 3341 9278 4481 5037 4759 2874 3745 2804 4122 4375 3967 3089 6272 3564
"ENSG00000207185" 1 1 0 0 1 1 0 0 0 1 0 0 0 0 2 0 1 0 0 0
"ENSG00000019144" 365 438 1163 591 769 515 436 686 541 808 611 370 611 460 439 699 823 567 718 1501
"ENSG00000255176" 3 4 10 17 6 4 13 2 0 9 4 3 3 8 2 5 6 6 4 4
"ENSG00000118094" 258 312 70 342 257 624 213 47 185 183 61 262 101 30 21 203 16 76 108 96
"ENSG00000255239" 9 3 0 4 10 0 4 0 0 0 0 2 2 0 0 2 0 0 2 0
"ENSG00000207462" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255422" 0 1 8 0 0 1 0 0 0 0 0 1 0 1 0 0 7 2 1 0
"ENSG00000110367" 540 1053 2263 888 985 615 818 2239 1075 1033 960 324 704 747 534 843 586 772 1550 509
"ENSG00000254478" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254621" 0 0 0 2 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0
"ENSG00000201535" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000160683" 1 3 3 1 2 3 0 0 0 0 0 0 2 3 0 0 0 1 0 0
"ENSG00000245869" 0 0 0 2 2 6 2 1 1 2 0 2 2 0 0 0 3 0 2 0
"ENSG00000186174" 1323 856 2535 945 1807 1028 788 2871 563 1604 1195 540 953 767 1154 849 631 920 2063 950
"ENSG00000110375" 0 2 0 0 2 1 0 2 0 0 0 2 0 2 1 0 0 1 4 0
"ENSG00000239726" 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0
"ENSG00000222529" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000176302" 0 2 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0
"ENSG00000255121" 29 28 21 17 31 34 17 14 2 59 33 14 32 31 28 23 32 29 27 10
"ENSG00000186166" 669 397 533 892 1072 1414 698 284 681 744 1091 831 869 563 851 1097 941 720 1121 604
"ENSG00000240970" 11 31 56 10 7 19 12 16 16 23 36 7 20 8 39 4 7 26 19 3
"ENSG00000254428" 29 23 74 13 27 23 17 14 18 21 28 4 21 9 32 15 2 27 31 8
"ENSG00000254909" 14 25 31 13 11 9 14 10 14 17 29 3 11 3 27 5 0 16 21 4
"ENSG00000118181" 11593 5141 10790 4495 10729 9842 6512 13858 10174 8696 11113 6870 8414 6453 12153 9317 11464 9300 10954 7548
"ENSG00000196655" 640 533 1320 522 936 703 562 1179 2228 603 1148 629 943 545 913 736 787 651 2079 629
"ENSG00000266398" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000137700" 8231 5491 12335 3857 11335 7504 5257 802 7837 5502 10662 5383 7628 6378 6456 4769 3777 6841 4533 3136
"ENSG00000149428" 2073 2003 10529 2509 1452 4541 2907 45021 4505 8512 3327 1732 5140 3121 8137 7260 5764 2064 10923 3535
"ENSG00000271751" 0 2 0 2 3 4 2 4 2 2 2 0 5 0 4 4 2 4 13 4
"ENSG00000272186" 8 2 3 1 8 6 5 7 0 5 2 9 5 0 16 6 4 2 12 2
"ENSG00000160695" 905 929 1658 788 1716 1353 731 1215 682 906 1629 954 1172 856 935 1006 842 1136 1678 965
"ENSG00000256269" 928 540 1089 544 746 1160 763 1524 815 906 822 565 786 697 1252 808 658 625 1180 702
"ENSG00000188486" 324 301 584 365 345 450 154 680 731 549 515 369 251 298 304 440 1391 396 703 331
"ENSG00000172269" 821 855 2489 1073 1046 1373 774 3973 914 1522 1646 540 1341 1004 1445 1802 1560 1009 2445 774
"ENSG00000172375" 738 453 857 805 635 1051 482 792 861 1523 996 706 1017 581 1230 1219 716 662 1274 496
"ENSG00000172273" 631 418 627 502 1152 926 724 505 493 651 880 515 948 447 565 850 554 663 793 569
"ENSG00000172350" 14 17 15 6 6 22 3 5 2 12 7 14 8 8 13 4 26 21 19 7
"ENSG00000160703" 675 624 1154 381 896 1141 570 543 246 826 1051 716 791 582 485 462 649 829 1309 657
"ENSG00000172367" 12 7 5 10 48 25 8 0 4 24 6 13 9 16 3 6 10 13 1 1
"ENSG00000248712" 19 13 14 17 20 27 19 6 7 16 36 15 19 20 6 14 27 16 8 6
"ENSG00000110395" 364 503 1031 563 625 463 403 913 558 759 851 275 406 427 356 599 602 513 794 379
"ENSG00000222249" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000076706" 206 706 632 1678 834 552 251 3060 1295 764 550 425 531 816 1001 758 2473 1089 1009 874
"ENSG00000252119" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000173456" 847 739 1939 277 834 864 736 1098 612 1215 1405 796 855 625 788 805 729 674 1850 831
"ENSG00000223953" 196 295 551 452 207 260 145 129 211 299 514 135 265 301 192 231 487 354 514 384
"ENSG00000235718" 0 0 1 3 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 0
"ENSG00000036672" 2075 247 924 521 751 1036 457 493 516 582 1592 536 530 396 573 467 375 226 232 454
"ENSG00000254740" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000245248" 47 12 8 21 28 25 5 16 13 14 55 27 34 2 13 21 11 11 18 3
"ENSG00000254590" 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000254892" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000154096" 58 101 403 188 307 237 270 56 196 430 630 155 44 170 21 165 566 349 93 1418
"ENSG00000255377" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0
"ENSG00000230716" 1 0 1 1 1 1 0 0 1 1 4 0 0 0 4 0 0 0 4 0
"ENSG00000254561" 2 3 1 2 4 2 1 0 0 0 1 0 1 0 0 0 1 2 1 1
"ENSG00000110400" 218 264 885 210 222 352 333 1139 363 857 402 398 499 250 302 448 767 259 1319 454
"ENSG00000199217" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255247" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254854" 0 0 4 0 4 0 5 0 0 0 1 0 0 1 0 0 0 1 0 3
"ENSG00000254406" 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
"ENSG00000254863" 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0
"ENSG00000255216" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000137699" 86 82 101 88 95 120 81 31 53 96 117 107 61 60 79 161 72 91 106 85
"ENSG00000176984" 2 4 6 1 2 5 2 0 0 0 6 0 2 1 4 0 0 1 4 4
"ENSG00000184232" 29608 11816 16331 14872 28695 29276 15961 11857 21454 24416 35477 37512 27664 17376 11267 20475 14672 17369 14921 13394
"ENSG00000137709" 13 4 8 4 2 15 6 2 5 4 5 9 3 4 4 8 2 7 50 40
"ENSG00000259541" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000181264" 36 44 84 68 75 71 60 45 44 125 89 22 64 64 19 62 109 84 126 198
"ENSG00000196914" 5403 7205 10405 4379 7829 6939 6853 8916 9936 7495 12200 3672 8441 4892 6903 9773 6940 6009 10587 4990
"ENSG00000149403" 1 7 5 8 6 10 2 0 4 1 1 13 3 1 1 4 10 17 8 2
"ENSG00000255006" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
